DNI ENCRIPTADO,RESPUESTAS TEXTUALES_1,RESPUESTAS TEXTUALES_2,RESPUESTAS TEXTUALES_3,RESPUESTAS TEXTUALES_4,RESPUESTAS TEXTUALES_5,RESPUESTAS TEXTUALES_6,RESPUESTAS TEXTUALES_7,RESPUESTAS TEXTUALES_8,RESPUESTAS TEXTUALES_9,RESPUESTAS TEXTUALES_10,RESPUESTAS TEXTUALES_11,RESPUESTAS TEXTUALES_12,RESPUESTAS TEXTUALES_13,RESPUESTAS TEXTUALES_14,RESPUESTAS TEXTUALES_15,RESPUESTAS TEXTUALES_16,RESPUESTAS TEXTUALES_17,RESPUESTAS TEXTUALES_18,RESPUESTAS TEXTUALES_19,RESPUESTAS TEXTUALES_20,RESPUESTAS TEXTUALES_21,RESPUESTAS TEXTUALES_22,RESPUESTAS TEXTUALES_23,RESPUESTAS TEXTUALES_24,RESPUESTAS TEXTUALES_25,RESPUESTAS TEXTUALES_26,RESPUESTAS TEXTUALES_27,RESPUESTAS TEXTUALES_28,RESPUESTAS TEXTUALES_29,RESPUESTAS TEXTUALES_30,RESPUESTA NUMERICA_1,RESPUESTA NUMERICA_2,RESPUESTA NUMERICA_3,RESPUESTA NUMERICA_4,RESPUESTA NUMERICA_5,RESPUESTA NUMERICA_6,RESPUESTA NUMERICA_7,RESPUESTA NUMERICA_8,RESPUESTA NUMERICA_9,RESPUESTA NUMERICA_10,RESPUESTA NUMERICA_11,RESPUESTA NUMERICA_12,RESPUESTA NUMERICA_13,RESPUESTA NUMERICA_14,RESPUESTA NUMERICA_15,RESPUESTA NUMERICA_16,RESPUESTA NUMERICA_17,RESPUESTA NUMERICA_18,RESPUESTA NUMERICA_19,RESPUESTA NUMERICA_20,RESPUESTA NUMERICA_21,RESPUESTA NUMERICA_22,RESPUESTA NUMERICA_23,RESPUESTA NUMERICA_24,RESPUESTA NUMERICA_25,RESPUESTA NUMERICA_26,RESPUESTA NUMERICA_27,RESPUESTA NUMERICA_28,RESPUESTA NUMERICA_29,RESPUESTA NUMERICA_30,SUM_PUNTAJES_INTRAPERSONAL,SUM_PUNTAJES_INTERPERSONALES,SUM_PUNTAJES_MANEJO_ESTRES,SUM_PUNTAJES_ADAPTABILIDAD,SUM_IMPRESION_POSITIVA,TOTAL_COC_EMOCIONAL,INTRAPERSONAL_MEDIA,INTRAPERSONAL_DESVIACION,INTERPERSONAL_MEDIA,INTERPERSONAL_DESVIACION,MANEJO_ESTRES_MEDIA,MANEJO_ESTRES_DESVIACION,ADAPTABILIDAD_MEDIA,ADAPTABILIDAD_DESVIACION,IMPRESION_POSITIVA_MEDIA,IMPRESION_POSITIVA_DESVIACION,TOTAL_COC_EMOCIONAL_MEDIA,TOTAL_COC_ECOCIONAL_DESVIACION,CONVERSION_FINAL_INTRAPERSONAL,CONVERSION_FINAL_INTEPERSONAL,CONVERSION_FINAL_MANEJO_ESTRES,CONVERSION_FINAL_APDAPTABILIDAD,CONVERSION_FINAL_IMPRESIÓN POSITIVA,CONVERSION_FINAL_TOTAL_COC_EMOC,Fecha de nacimiento de Champ,Edad de Champ,Sede de Champ,Grado de Champ,"Champ tiene alguna alergia, condición o enfermedad",Champ para talleres virtuales se puede conectar de,¿Qué tema te interesa Champ?,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor",¿Qué te gustaría hacer para mejorar el Perú?,¿Te gustaría estudiar en una universidad extranjera?,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca",¿Tiene otro champ?,DNI DEL APODERADO ENCRIPTADO,Qué relación tiene con Champ,Su Champ tiene un apoderada/o adicional a Usted,¿Tienes un negocio propio o emprendimiento?,La conexión a Internet en su casa es,Tu internet es,"¿Algún familiar con el que viva tiene alguna condición, discapacidad o enfermedad crónica que requiera de cuidados constante?",Cuéntanos brevemente cómo se encuentran actualmente,¿Quién apoya a su Champ con sus tareas?,SEXO,EDAD,GRADO,SEDE,REGIÓN,ORIGEN,ESTADO,AÑO DE INGRESO,SALUD,MODALIDAD DE INGRESO,DNI PAPÁ ENCRIPTADO,DNI MAMÁ ENCRIPTADO,NRE (NIVEL DE RIESGO EMOCIONAL),CANTERA,CONDICIÓN DE SALUD,¿Qué tema te interesa Champ?_cuestionario,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos_cuestionario",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos_cuestionario,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación_cuestionario","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol_cuestionario","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor_cuestionario",¿Qué te gustaría hacer para mejorar el Perú?_cuestionario,¿Te gustaría estudiar en una universidad extranjera?_cuestionario,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023_cuestionario","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca_cuestionario",GRADO_notas,SEDE_notas,CANTERA_notas,Matemática,Comunicación,Inglés,Ciencias,Dpsc,Educación Física,Arte,Conducta,PROMEDIO,PREFINAL,POR CURSO,NRA
RRWYEDZW,Muy a menudo,A menudo,Rara Vez,Muy a menudo,Rara Vez,A menudo,Rara Vez,Rara Vez,Rara Vez,Rara Vez,Rara vez,Rara vez,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,Rara vez,A menudo,Muy a menudo,A menudo,A menudo,Rara vez,Rara vez,Rara vez,A menudo,Rara vez,Muy a menudo,4,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,19,22,18,20,14,93,13.68,3.32,19.47,3.15,17.03,3.38,17.5,3.92,15.73,2.76,67.88,8.66,124,112,104,110,91,144,2012-11-01 00:00:00,11,LOS OLIVOS 1 - VILLA SOL (REF. Av. Universitaria cdra 60),6to,Alergia al polvo,Laptop,Salud y bienestar,Con mi mamá y mi hermana gemela,"Escuchar música a solas, editar, patinar.","Comunicación, Arte, Ingles.",Voleyball.,"Cirujana, pero no estoy segura, quizás cambie de idea.",Quitar los delincuentes.,Sí,"Si, tuve reconocimientos por llevar bien el cargo de liderazgo en mi salón.","El fallecimiento de mi abuelito 😓, y el trauma que sentí al ver a mi hermana por que le mordio el perro pitbul, pero ya lo estoy superando 🤗.",No,IEZZNZWI,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Estable,No,En la salud nos encontramos gracias a Dios Bien.,Lo realiza solo/a,F,11.0,Sexto,Los Olivos Villa Sol,Lima,Renovación,Matriculado,2020.0,Ninguno,Académica,IEZZNZWI,IEZZNZWI,BAJO,Académica,Alergia al polvo,Salud y bienestar,Con mi mamá y mi hermana gemela,"Escuchar música a solas, editar, patinar.","Comunicación, Arte, Ingles.",Voleyball.,"Cirujana, pero no estoy segura, quizás cambie de idea.",Quitar los delincuentes.,Sí,"Si, tuve reconocimientos por llevar bien el cargo de liderazgo en mi salón.","El fallecimiento de mi abuelito 😓, y el trauma que sentí al ver a mi hermana por que le mordio el perro pitbul, pero ya lo estoy superando 🤗.",Quinto,Los Olivos Villa Sol,Académica,13.7,18.0,14.9,16.7,16.5,18.0,18.0,18.0,16.54285714,17.0,APROBADO,BAJO
RWEEYESR,A menudo,A menudo,Muy a menudo,A menudo,Rara Vez,A menudo,A menudo,Muy rara vez,Rara Vez,Rara Vez,A menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,A menudo,A menudo,Rara vez,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Rara vez,Muy rara vez,Muy a menudo,Rara vez,Muy a menudo,3,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,16,20,21,17,20,94,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,109,108,115,98,121,146,2013-05-27 00:00:00,10,CALLAO 1 - SAENZ PEÑA (REF. A una cuadra del Plaza Vea),5to,Ninguno,Celular,Salud y bienestar,Mi mamá y mis hermanos,Jugar fútbol y videojuegos ,"Matemáticas, inglés y educación física ",Fútbol ,Futbolista ,Ayudar a cultivar alimentos ,Sí,Con mi equipo de fútbol ganamos un copa,Todo me fue bien ,No,IEREINDY,Mamá de Champ,"No, yo soy la única persona apoderada/o",Sí,Internet propio,Estable,No,Con buena salud y tratando de salir adelante día a día ,Mamá,M,10.0,Quinto,Callao Saenz Peña,Lima,Renovación,Matriculado,2022.0,Ninguno,Deportiva,IEYENNRY,IEREINDY,BAJO,Deportiva,Ninguno,Salud y bienestar,Mi mamá y mis hermanos,Jugar fútbol y videojuegos,"Matemáticas, inglés y educación física",Fútbol,Futbolista,Ayudar a cultivar alimentos,Sí,Con mi equipo de fútbol ganamos un copa,Todo me fue bien,Cuarto,Callao 1 - Saenz Peña,Deportiva,18.3,18.8,17.7,19.2,15.8,19.5,18.0,19.5,18.18571429,18.0,APROBADO,BAJO
NAZZSYNR,Rara Vez,Muy rara vez,Muy a menudo,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,Rara Vez,A menudo,A menudo,Rara vez,A menudo,Rara vez,A menudo,A menudo,Rara vez,A menudo,A menudo,A menudo,Rara vez,Rara vez,Muy rara vez,A menudo,Rara vez,Rara vez,Muy rara vez,Muy a menudo,Rara vez,Rara vez,2,1.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,12,15,21,17,18,83,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,90,85,115,98,110,127,2021-04-06 00:00:00,11,RIMAC 2 - SPORTING CRISTAL (REF. Altura de la cuadra 4 de Av. Abelardo Gamarra),6to,Ninguno,Celular,Salud y bienestar,Con mis padres y hermana ,Jugar futbol ,Matemática ,Futbol y Natación ,Entrenador de futbol ,Hacer una campaña para no botar basura a la calle ,Sí,Gane mi beca representado al futbol,Me sentí mal por que falle mi  penal ,No,INAIYZAA,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,No cuento con internet,Inestable,No,Bien de salud ,Mamá,M,12.0,Sexto,Rímac Sporting Cristal,Lima,Nuevos,Matriculado,2024.0,Ninguno,Deportiva,IARZDRNI,INAIYZAA,BAJO,Deportiva,Ninguno,Salud y bienestar,Con mis padres y hermana,Jugar futbol,Matemática,Futbol y Natación,Entrenador de futbol,Hacer una campaña para no botar basura a la calle,Sí,Gane mi beca representado al futbol,Me sentí mal por que falle mi  penal,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWRZWZWD,Muy a menudo,Rara Vez,Muy a menudo,Muy a menudo,Rara Vez,Muy a menudo,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,A menudo,Rara vez,Rara vez,Rara vez,Muy a menudo,Muy a menudo,A menudo,4,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,19,23,17,20,20,99,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,121,115,99,108,117,153,2014-08-05 00:00:00,9,LOS OLIVOS 2 - SANTA ANA (REF. Av. Parque Santa Ana),4to,A veces le sangra la nariz,Laptop,Reducción de las desigualdades,Con mi mamá y mi perrita.,"Dibujar, pintar, cantar.","Ingles, arte y educación física.",La natación ,"No lo tengo muy claro aún, quizá veterinaria.",Reciclar y acabar con la contaminación.,Sí,"Pertenezco a la organización de Sinfonía por el Perúy en navidad me dieron un pequeño solo, que me hizo muy feliz, en el colegio también tuve la oportunidad de cantar y que me aplaudieran mucho y me felicitaran","Me costó adaptarme a la metodología de mi colegio, sobre todo con el curso de matemáticas, pero es algo que pude lograr aprender y con empeño salí muy bien en mis calificaciones.",No,IRDWWINA,Mamá de Champ,"No, yo soy la única persona apoderada/o",Sí,Internet propio,Estable,No,"Pues intento estar bien siempre para mí hija, ya que vivimos solas y si algo me supera (y hay muchas cosas que lo hacen) tengo que disimular ya que para mi es muy importante su estabilidad emocional, dentro de lo que cabe, tengo salud y muchas ganas de lograr todos mis propósitos para este año.","Ella realiza sus tareas sola, pero cuando necesita de ayuda, en algunas cosas, la ayudo yo que soy su mamá.",F,9.0,Cuarto,Los Olivos Santa Ana,Lima,Renovación,Matriculado,2023.0,Ninguno,Artística,RZZIWZDA,IRDWWINA,BAJO,Artística,A veces le sangra la nariz,Reducción de las desigualdades,Con mi mamá y mi perrita.,"Dibujar, pintar, cantar.","Ingles, arte y educación física.",La natación,"No lo tengo muy claro aún, quizá veterinaria.",Reciclar y acabar con la contaminación.,Sí,"Pertenezco a la organización de Sinfonía por el Perúy en navidad me dieron un pequeño solo, que me hizo muy feliz, en el colegio también tuve la oportunidad de cantar y que me aplaudieran mucho y me felicitaran","Me costó adaptarme a la metodología de mi colegio, sobre todo con el curso de matemáticas, pero es algo que pude lograr aprender y con empeño salí muy bien en mis calificaciones.",Tercero,Los Olivos 2 - Santa Ana,Artística,17.3,18.0,16.7,18.0,18.0,18.3,19.5,17.3,17.97142857,18.0,APROBADO,BAJO
RWRZWZWD,Muy a menudo,Rara Vez,Muy a menudo,Muy a menudo,Rara Vez,Muy a menudo,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,A menudo,Rara vez,Rara vez,Rara vez,Muy a menudo,Muy a menudo,A menudo,4,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,19,23,17,20,20,99,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,121,115,99,108,117,153,2014-08-05 00:00:00,9,LOS OLIVOS 2 - SANTA ANA (REF. Av. Parque Santa Ana),4to,Ninguno,Laptop,Reducción de las desigualdades,Con mi mamá ,"Pintar, dibujar y cantar.","Ingles, arte y educación física ",La natación ,"Aún no lo tengo muy claro, quizá sería veterinaria.",Disminuir la contaminación con ayuda del reciclaje ,Sí,"La navidad 2023, me dieron un solo en la organización en la que participo del coro, también cante en las olimpiadas de mi colegio y todos me felicitaron, eso me hizo sentir muy feliz ","Al inicio de mis clases, se me hizo difícil acoplarme a la metodología de mi colegio, sobretodo en matemáticas, pero puedo decir q con esfuerzo logré adaptarme.",No,IRDWWINA,Mamá de Champ,"No, yo soy la única persona apoderada/o",Sí,Internet propio,Estable,No,Estoy bien.,"En su mayoría ella hace sus tareas sola, pero yo la apoyo en todo lo que necesite.",F,9.0,Cuarto,Los Olivos Santa Ana,Lima,Renovación,Matriculado,2023.0,Ninguno,Artística,RZZIWZDA,IRDWWINA,BAJO,Artística,A veces le sangra la nariz,Reducción de las desigualdades,Con mi mamá y mi perrita.,"Dibujar, pintar, cantar.","Ingles, arte y educación física.",La natación,"No lo tengo muy claro aún, quizá veterinaria.",Reciclar y acabar con la contaminación.,Sí,"Pertenezco a la organización de Sinfonía por el Perúy en navidad me dieron un pequeño solo, que me hizo muy feliz, en el colegio también tuve la oportunidad de cantar y que me aplaudieran mucho y me felicitaran","Me costó adaptarme a la metodología de mi colegio, sobre todo con el curso de matemáticas, pero es algo que pude lograr aprender y con empeño salí muy bien en mis calificaciones.",Tercero,Los Olivos 2 - Santa Ana,Artística,17.3,18.0,16.7,18.0,18.0,18.3,19.5,17.3,17.97142857,18.0,APROBADO,BAJO
RRWYIWNZ,Rara Vez,Muy rara vez,A menudo,A menudo,Rara Vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,A menudo,Rara vez,Rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,Rara vez,Muy rara vez,Rara vez,Rara vez,Rara vez,A menudo,2,1.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,12,13,20,18,14,77,13.68,3.32,19.47,3.15,17.03,3.38,17.5,3.92,15.73,2.76,67.88,8.66,92,69,113,102,91,116,2012-11-30 00:00:00,11,ATE 1 - SANTA CLARA (REF. Frente a la Fabrica Laive),6to,Ninguno,Laptop,Igualdad de género,Con mi mamá y hermana,"Dibujar , cocinar y cantar",Matematica ,Natación ,Chef,Hacer campañas para cuidar el medio ambiente y mejorar la educación ,Sí,Ninguna,No,No,IZASAZRY,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Estable,No,Somos mis hijas y yo. Trabajo en Mifarma como técnica farmacéutica. Mi hija mayor cuida de mi hija menor cuando no me encuentro en casa por cuestiones laborales.,Lo realiza solo/a,F,11.0,Sexto,Ate Santa Clara,Lima,Nuevos,Matriculado,2024.0,Ninguno,Empresa (Académica),EZZSRYEA,IZASAZRY,BAJO,Empresa (Académica),Ninguno,Igualdad de género,Con mi mamá y hermana,"Dibujar , cocinar y cantar",Matematica,Natación,Chef,Hacer campañas para cuidar el medio ambiente y mejorar la educación,Sí,Ninguna,No,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RRWYIWNZ,Rara Vez,Muy rara vez,A menudo,A menudo,Rara Vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,A menudo,Rara vez,Rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,Rara vez,Muy rara vez,Rara vez,Rara vez,Rara vez,A menudo,2,1.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,12,13,20,18,14,77,13.68,3.32,19.47,3.15,17.03,3.38,17.5,3.92,15.73,2.76,67.88,8.66,92,69,113,102,91,116,2012-11-30 00:00:00,11,ATE 1 - SANTA CLARA (REF. Frente a la Fabrica Laive),6to,Ninguno,Laptop,Igualdad de género,Con mi mama y mi hermana mayor,"Cantar, cocinar y dibujar",Matemática,Natación,Chef pastelero,Mejor la educación de nuestro país y crear campañas para cuidar el medio ambiente.,Sí,Ninguno,Ninguno,No,RRWYIWNZ,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Estable,No,Actualmente vivo con mis menores hijas y trabajo como técnico en farmacia.,Lo realiza solo/a,F,11.0,Sexto,Ate Santa Clara,Lima,Nuevos,Matriculado,2024.0,Ninguno,Empresa (Académica),EZZSRYEA,IZASAZRY,BAJO,Empresa (Académica),Ninguno,Igualdad de género,Con mi mamá y hermana,"Dibujar , cocinar y cantar",Matematica,Natación,Chef,Hacer campañas para cuidar el medio ambiente y mejorar la educación,Sí,Ninguna,No,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RRWYIWNZ,Rara Vez,Muy rara vez,A menudo,A menudo,Rara Vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,A menudo,Rara vez,Rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,Rara vez,Muy rara vez,Rara vez,Rara vez,Rara vez,A menudo,2,1.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,12,13,20,18,14,77,13.68,3.32,19.47,3.15,17.03,3.38,17.5,3.92,15.73,2.76,67.88,8.66,92,69,113,102,91,116,2012-11-30 00:00:00,11,ATE 1 - SANTA CLARA (REF. Frente a la Fabrica Laive),6to,Ninguno,Laptop,Igualdad de género,Con mi mama y mi hermana mayor.,"Dibujar, cocinar y cantar.",Matemática,Natación,Chef pastelero,Mejorar la educación de nuestro país y crear campañas para cuidar el medio ambiente.,Sí,Ninguno,Ninguno,No,IZASAZRY,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Estable,No,Actualmente vivo con mis hijas y trabajo como técnico farmacéutico. ,Lo realiza solo/a,F,11.0,Sexto,Ate Santa Clara,Lima,Nuevos,Matriculado,2024.0,Ninguno,Empresa (Académica),EZZSRYEA,IZASAZRY,BAJO,Empresa (Académica),Ninguno,Igualdad de género,Con mi mamá y hermana,"Dibujar , cocinar y cantar",Matematica,Natación,Chef,Hacer campañas para cuidar el medio ambiente y mejorar la educación,Sí,Ninguna,No,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWSIZSWI,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Rara vez,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,Rara vez,A menudo,Rara vez,A menudo,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,21,21,22,24,20,108,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,129,106,118,122,117,169,2013-08-01 00:00:00,10,HUANCAYO (REF. A espaldas de la UPLA),5to,Ninguno,Celular,Acción por el clima,MADRE Y HERMANA,BAILAR Y PATINAR,MATEMATICA Y CIENCIA,BASQUET,VETERINARIA,IGUALDAD EN LA EDUCACION,Sí,NO,LA AUSENCIA DE MI MAMA PORQUE TRABAJA MUCHO Y NO NOS FALTE NADA ,No,IZSDYRDS,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet por recarga,Estable,No,BIEN TRABAJANDO ,Hermanos/as mayores,F,9.0,Quinto,Huancayo,Junin,Renovación,Matriculado,2023.0,Ninguno,Académica,IZAEEAD,IZSDYRDS,BAJO,Académica,Ninguno,Acción por el clima,MADRE Y HERMANA,BAILAR Y PATINAR,MATEMATICA Y CIENCIA,BASQUET,VETERINARIA,IGUALDAD EN LA EDUCACION,Sí,NO,LA AUSENCIA DE MI MAMA PORQUE TRABAJA MUCHO Y NO NOS FALTE NADA,Cuarto,Huancayo,Académica,18.7,18.0,16.5,18.3,16.0,18.2,18.0,18.0,17.67142857,18.0,APROBADO,BAJO
RWSIZSWI,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Rara vez,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,Rara vez,A menudo,Rara vez,A menudo,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,21,21,22,24,20,108,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,129,106,118,122,117,169,2013-08-01 00:00:00,10,HUANCAYO (REF. A espaldas de la UPLA),5to,Ninguno,Laptop,Acción por el clima,Madre y hermana,HACER MANUALIDADES.,MATEMATICA Y CIENCIA,BASQUET,DOCTORA,QUE LAS PERSONAS TOMEN CONCIENCIA EN EL MEDIO AMBIENTE Y COSAS PRODUCTIVAS,Sí,SI GANO UNA BECA,QUE MI MAMÁ TRABAJE MUCHO Y NO PASA MUCHO TIEMPO A MI LADO,No,IZSDYRDS,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet por recarga,Estable,No,BIEN TRABAJANDO,Hermanos/as mayores,F,9.0,Quinto,Huancayo,Junin,Renovación,Matriculado,2023.0,Ninguno,Académica,IZAEEAD,IZSDYRDS,BAJO,Académica,Ninguno,Acción por el clima,MADRE Y HERMANA,BAILAR Y PATINAR,MATEMATICA Y CIENCIA,BASQUET,VETERINARIA,IGUALDAD EN LA EDUCACION,Sí,NO,LA AUSENCIA DE MI MAMA PORQUE TRABAJA MUCHO Y NO NOS FALTE NADA,Cuarto,Huancayo,Académica,18.7,18.0,16.5,18.3,16.0,18.2,18.0,18.0,17.67142857,18.0,APROBADO,BAJO
